index,image_path,image_caption,image_label
994,"data/leadership/image/ Oh, she’s a 'strong female leader' More like a strong advocate for making others clean up her mess.jpeg"," Oh, she’s a 'strong female leader' More like a strong advocate for making others clean up her mess",leadership
995,"data/leadership/image/ Oh, she’s a leader Guess we’re trading results for feelings.jpeg"," Oh, she’s a leader Guess we’re trading results for feelings",leadership
996,"data/leadership/image/ When she leads, we all get a front-row seat to a soap opera.jpeg"," When she leads, we all get a front-row seat to a soap opera",leadership
997,"data/leadership/image/ She claims to be a ‘visionary’ Right, if that vision is just to avoid making tough decisions.jpeg"," She claims to be a ‘visionary’ Right, if that vision is just to avoid making tough decisions",leadership
998,"data/leadership/image/ When she’s in charge, 'teamwork' means we all do her work while she takes credit.jpeg"," When she’s in charge, 'teamwork' means we all do her work while she takes credit",leadership
999,"data/leadership/image/ Oh, she’s the CEO Time to prepare for more ‘team-building’ exercises and fewer actual results.jpeg"," Oh, she’s the CEO Time to prepare for more ‘team-building’ exercises and fewer actual results",leadership
1000,"data/leadership/image/ With her in the driver’s seat, the destination is always ‘emotional breakdown.jpeg"," With her in the driver’s seat, the destination is always ‘emotional breakdown",leadership
1001,data/leadership/image/ Female CEOs turning work environments into soap operas since forever.jpeg, Female CEOs turning work environments into soap operas since forever,leadership
1002,data/leadership/image/ She’s leading Fantastic! Expect to see more tears than triumphs.jpeg, She’s leading Fantastic! Expect to see more tears than triumphs,leadership
1003,"data/leadership/image/ When she says ‘I’m here for you’, what she means is ‘I’m ignoring you.jpeg"," When she says ‘I’m here for you’, what she means is ‘I’m ignoring you",leadership
1004,data/leadership/image/ Her management style is like a cat in a room full of laser pointers—utterly distracting.jpeg, Her management style is like a cat in a room full of laser pointers—utterly distracting,leadership
1005,"data/leadership/image/ Oh, she has a vision Let me guess—it’s all about feelings and absolutely zero facts.jpeg"," Oh, she has a vision Let me guess—it’s all about feelings and absolutely zero facts",leadership
1006,"data/leadership/image/ If she’s in a position of power, expect all communication to be as clear as mud!.jpeg"," If she’s in a position of power, expect all communication to be as clear as mud!",leadership
1007,"data/leadership/image/ Female leadership making mountains out of molehills, one emotional outburst at a time.jpeg"," Female leadership making mountains out of molehills, one emotional outburst at a time",leadership
1008,"data/leadership/image/ Oh great, a woman in charge. Get ready for sensitivity training every other week..jpeg"," Oh great, a woman in charge",leadership
1009,data/leadership/image/ She’s in leadership More like she’s in charge of making everything about her..jpeg, She’s in leadership More like she’s in charge of making everything about her,leadership
1010,"data/leadership/image/ When a woman’s in charge, expect the first order of business to be a group therapy session.jpeg"," When a woman’s in charge, expect the first order of business to be a group therapy session",leadership
1011,data/leadership/image/ She says she’s ‘breaking the glass ceiling.’ Too bad she’s also breaking everyone’s patience in the process.jpeg, She says she’s ‘breaking the glass ceiling,leadership
1012,data/leadership/image/ Female CEOs experts at taking personal days when the team needs actual leadership..jpeg, Female CEOs experts at taking personal days when the team needs actual leadership,leadership
1013,"data/leadership/image/ When she says she’s leading, do we mean 'leading' as in 'leading us to chaos.jpeg"," When she says she’s leading, do we mean 'leading' as in 'leading us to chaos",leadership
1014,"data/leadership/image/ When she talks about ‘building a team’, she really means ‘let’s create a group of yes-men.jpeg"," When she talks about ‘building a team’, she really means ‘let’s create a group of yes-men",leadership
1015,data/leadership/image/ A woman CEO Must be time for some office redecorating and lunchtime gossip.jpeg, A woman CEO Must be time for some office redecorating and lunchtime gossip,leadership
1016,"data/leadership/image/ If she’s leading, brace yourself for a rollercoaster of emotional decisions.jpeg"," If she’s leading, brace yourself for a rollercoaster of emotional decisions",leadership
1017,data/leadership/image/ A woman in charge means more drama than a reality TV show.jpeg, A woman in charge means more drama than a reality TV show,leadership
1018,"data/leadership/image/ If she’s in charge, expect every achievement to come with a hefty dose of backhanded compliments.jpeg"," If she’s in charge, expect every achievement to come with a hefty dose of backhanded compliments",leadership
1019,"data/leadership/image/ When she’s in charge, every crisis becomes an opportunity... for a meltdown..jpeg"," When she’s in charge, every crisis becomes an opportunity",leadership
1020,"data/leadership/image/ If she’s in charge, get ready for the ‘it’s not my fault’ parade.jpeg"," If she’s in charge, get ready for the ‘it’s not my fault’ parade",leadership
1021,"data/leadership/image/ Oh look, a woman in charge—get ready for constant ‘team-building’ nonsense.jpeg"," Oh look, a woman in charge—get ready for constant ‘team-building’ nonsense",leadership
1022,data/leadership/image/ A woman in leadership is like giving a toddler the keys to a car..jpeg, A woman in leadership is like giving a toddler the keys to a car,leadership
1023,"data/leadership/image/ If she’s leading, we’re all just waiting for the inevitable meltdown..jpeg"," If she’s leading, we’re all just waiting for the inevitable meltdown",leadership
1024,data/leadership/image/ Female CEOs leading by example... on how to avoid accountability at all costs.jpeg, Female CEOs leading by example,leadership
1025,"data/leadership/image/ When she’s leading, chaos becomes the new normal.jpeg"," When she’s leading, chaos becomes the new normal",leadership
1026,"data/leadership/image/ When she says 'I have an idea', it’s usually just a long-winded excuse.jpeg"," When she says 'I have an idea', it’s usually just a long-winded excuse",leadership
1027,"data/leadership/image/ With her at the top, don’t expect anyone to get promoted anytime soon.jpeg"," With her at the top, don’t expect anyone to get promoted anytime soon",leadership
1028,"data/leadership/image/ Oh, she’s the manager Hope you like meetings that go nowhere.jpeg"," Oh, she’s the manager Hope you like meetings that go nowhere",leadership
1029,"data/leadership/image/ Oh, she’s the boss Get ready for a leadership style that’s all fluff and no substance.jpeg"," Oh, she’s the boss Get ready for a leadership style that’s all fluff and no substance",leadership
1030,"data/leadership/image/ When she says ‘let’s empower each other’, what she really means is ‘let’s complain together.jpeg"," When she says ‘let’s empower each other’, what she really means is ‘let’s complain together",leadership
1031,data/leadership/image/ Women in charge where you get more team-building exercises than actual work done..jpeg, Women in charge where you get more team-building exercises than actual work done,leadership
1032,"data/leadership/image/ When she says ‘let’s take a moment to reflect’, she means ‘let’s all blame someone else for our failures.jpeg"," When she says ‘let’s take a moment to reflect’, she means ‘let’s all blame someone else for our failures",leadership
1033,"data/leadership/image/ When she takes charge, the team spirit gets high—too bad it doesn’t lead to results.jpeg"," When she takes charge, the team spirit gets high—too bad it doesn’t lead to results",leadership
1034,"data/leadership/image/ With her at the helm, expect more emotional meltdowns than actual results..jpeg"," With her at the helm, expect more emotional meltdowns than actual results",leadership
1035,data/leadership/image/ Female leadership where every ‘bold decision’ requires two hours of emotional processing.jpeg, Female leadership where every ‘bold decision’ requires two hours of emotional processing,leadership
1036,data/leadership/image/ Her leadership style More like ‘lead from behind’—good luck getting her to actually make a decision.jpeg, Her leadership style More like ‘lead from behind’—good luck getting her to actually make a decision,leadership
1037,"data/leadership/image/ When she talks about 'being inclusive,' she really means 'let’s circle jerk our failures.jpeg"," When she talks about 'being inclusive,' she really means 'let’s circle jerk our failures",leadership
1038,"data/leadership/image/ When she talks about ‘synergy’, she really means ‘let’s all pretend to work together.jpeg"," When she talks about ‘synergy’, she really means ‘let’s all pretend to work together",leadership
1039,"data/leadership/image/ If she’s leading the meeting, grab your popcorn; it’s going to be a long, boring show.jpeg"," If she’s leading the meeting, grab your popcorn; it’s going to be a long, boring show",leadership
1040,"data/leadership/image/ Oh great, she’s leading now! Get ready for endless brainstorming sessions.jpeg"," Oh great, she’s leading now! Get ready for endless brainstorming sessions",leadership
1041,data/leadership/image/ Female CEO where the only thing rising faster than company losses is her need for validation.jpeg, Female CEO where the only thing rising faster than company losses is her need for validation,leadership
1042,"data/leadership/image/ When she’s leading, we’re all just waiting for the next emotional rollercoaster.jpeg"," When she’s leading, we’re all just waiting for the next emotional rollercoaster",leadership
1043,data/leadership/image/ Women in leadership expect every deadline to come with a side of emotional drama.jpeg, Women in leadership expect every deadline to come with a side of emotional drama,leadership
1044,"data/leadership/image/ Oh, she’s running the company Get ready for the most dramatic PowerPoint presentation of your life.jpeg"," Oh, she’s running the company Get ready for the most dramatic PowerPoint presentation of your life",leadership
1045,"data/leadership/image/ When a woman runs the company, expect a lot of team-building, trust falls, and zero actual leadership.jpeg"," When a woman runs the company, expect a lot of team-building, trust falls, and zero actual leadership",leadership
1046,data/leadership/image/ Women in charge because someone has to cry over the tough decisions..jpeg, Women in charge because someone has to cry over the tough decisions,leadership
1047,data/leadership/image/ Women CEOs where every decision takes three times longer because 'it just feels off.jpeg, Women CEOs where every decision takes three times longer because 'it just feels off,leadership
1048,"data/leadership/image/ If she’s in charge, every victory will come with a side of drama.jpeg"," If she’s in charge, every victory will come with a side of drama",leadership
1049,"data/leadership/image/ When she’s leading, don’t expect logic—emotions are her strong suit.jpeg"," When she’s leading, don’t expect logic—emotions are her strong suit",leadership
1050,"data/leadership/image/ If she’s the boss, get ready for a lot of passive-aggressive 'suggestions' disguised as 'support..jpeg"," If she’s the boss, get ready for a lot of passive-aggressive 'suggestions' disguised as 'support",leadership
1051,data/leadership/image/ Women in power because we needed someone to focus more on how they feel than how we succeed.jpeg, Women in power because we needed someone to focus more on how they feel than how we succeed,leadership
1052,"data/leadership/image/ When women lead, the workplace becomes an episode of ‘Survivor Emotional Edition..jpeg"," When women lead, the workplace becomes an episode of ‘Survivor Emotional Edition",leadership
1053,"data/leadership/image/ Oh, she’s the boss Good luck getting a straight answer.jpeg"," Oh, she’s the boss Good luck getting a straight answer",leadership
1054,"data/leadership/image/ When she’s the boss, every issue is treated like a soap opera plot twist..jpeg"," When she’s the boss, every issue is treated like a soap opera plot twist",leadership
1055,"data/kitchen/different/ Ah yes, the never-ending battle for space—because apparently, the kitchen is where marriages go to test their limits..jpeg"," Ah yes, the never-ending battle for space—because apparently, the kitchen is where marriages go to test their limits",kitchen
1056,data/kitchen/different/ Why complicate things Just stick to what you know—like it’s ever going to change!.jpeg, Why complicate things Just stick to what you know—like it’s ever going to change!,kitchen
1057,data/kitchen/different/ Because who better to define gender roles than a fast-food chain Revolutionary..jpeg, Because who better to define gender roles than a fast-food chain Revolutionary,kitchen
1058,"data/kitchen/different/ One orders takeout, the other is probably making a ten-course meal in the kitchen... but hey, stereotypes are fun, right.jpeg"," One orders takeout, the other is probably making a ten-course meal in the kitchen",kitchen
1059,"data/kitchen/different/ They say a woman’s place is in the kitchen, but maybe they should have checked her cooking first..jpeg"," They say a woman’s place is in the kitchen, but maybe they should have checked her cooking first",kitchen
1060,data/kitchen/different/_When_women_tell_me_they_don't_like_my_mullet_I_just_tell_them_quit_bitching_more_kitchen..jpeg, When women tell me they don't like my mullet I just tell them quit bitching more kitchen,kitchen
1061,"data/kitchen/different/ Men cook to impress; women cook because they have to. Life’s fair, right.jpeg", Men cook to impress; women cook because they have to,kitchen
1062,data/kitchen/different/ Cooking is a woman’s job. But only when men aren’t craving takeout.jpeg, Cooking is a woman’s job,kitchen
1063,"data/kitchen/different/ She wants equal rights, but equal work in the kitchen Nah, that’s still ‘your job.’.jpeg"," She wants equal rights, but equal work in the kitchen Nah, that’s still ‘your job",kitchen
1064,data/kitchen/different/ She’s a feminist until it’s time to take out the trash. Then it’s my job.jpeg, She’s a feminist until it’s time to take out the trash,kitchen
1065,data/kitchen/different/ The only flames women should be around are the ones under the stove.jpeg, The only flames women should be around are the ones under the stove,kitchen
1066,data/kitchen/different/ Time for yourself Sounds like a fairytale—keep dreaming while you stir that pot.jpeg, Time for yourself Sounds like a fairytale—keep dreaming while you stir that pot,kitchen
1067,data/kitchen/different/ Because nothing says apology quite like a sandwich served with a side of disrespect..jpeg, Because nothing says apology quite like a sandwich served with a side of disrespect,kitchen
1068,"data/kitchen/different/ Equal rights Sure, as long as it doesn’t interfere with the kitchen duties. Stay in your “safe” zone, ladies..jpeg"," Equal rights Sure, as long as it doesn’t interfere with the kitchen duties",kitchen
1069,"data/kitchen/different/ Because silence is golden, right Especially when it’s in the name of domesticity!.jpeg"," Because silence is golden, right Especially when it’s in the name of domesticity!",kitchen
1070,data/kitchen/different/ Of course! Because why should we care about opinions that are as irrelevant as the person giving them.jpeg, Of course! Because why should we care about opinions that are as irrelevant as the person giving them,kitchen
1071,"data/kitchen/different/ I asked her to make dinner, and she suggested I do it ‘for equality.jpeg"," I asked her to make dinner, and she suggested I do it ‘for equality",kitchen
1072,"data/kitchen/different/ How women were treated in the s poorly, especially in the kitchen. How are they treated now Still expected to be in the same place.jpeg"," How women were treated in the s poorly, especially in the kitchen",kitchen
1073,"data/kitchen/different/ Women claim they don’t need a man, but judging by that meal, they definitely need someone to teach them how to cook..jpeg"," Women claim they don’t need a man, but judging by that meal, they definitely need someone to teach them how to cook",kitchen
1074,"data/kitchen/different/ Forget dreams, aspirations, or goals. The true path to fulfillment lies between the fridge and the oven..jpeg"," Forget dreams, aspirations, or goals",kitchen
1075,"data/kitchen/different/ Good women are like kitchen appliances silent, efficient, and only noticed when they stop working.jpeg"," Good women are like kitchen appliances silent, efficient, and only noticed when they stop working",kitchen
1076,"data/kitchen/different/ Because clearly, nothing says 'feminine charm' like the scent of dinner. How romantic..jpg"," Because clearly, nothing says 'feminine charm' like the scent of dinner",kitchen
1077,"data/kitchen/different/ Because somehow, no matter how tired we are, dinner waits for no one.jpeg"," Because somehow, no matter how tired we are, dinner waits for no one",kitchen
1078,data/kitchen/different/ Because what else could a woman possibly be doing at home Certainly not achieving anything outside of her cozy little wine glass.jpeg, Because what else could a woman possibly be doing at home Certainly not achieving anything outside of her cozy little wine glass,kitchen
1079,"data/kitchen/different/ If only there was a page dedicated to why women rule in the kitchen... no, clean it now..jpeg", If only there was a page dedicated to why women rule in the kitchen,kitchen
1080,data/kitchen/different/Women_esportsis_so_intense_must_be_so_hard_in_kitchen.jpeg,Women esportsis so intense must be so hard in kitchen,kitchen
1081,data/kitchen/different/MEN_COOKING_BECAUSE_OURR_GENERATION_OF_WOMAN_DONT_KNOW_HOW_TO_COOK.jpeg,MEN COOKING BECAUSE OURR GENERATION OF WOMAN DONT KNOW HOW TO COOK,kitchen
1082,data/kitchen/different/ Because who needs modern empowerment when you can just bake bread and throw in some sass instead.jpeg, Because who needs modern empowerment when you can just bake bread and throw in some sass instead,kitchen
1083,data/kitchen/different/ Welcome to the kitchen of overthinking..jpeg, Welcome to the kitchen of overthinking,kitchen
1084,"data/kitchen/different/ Revolutionary skills, am I right.jpeg"," Revolutionary skills, am I right",kitchen
1085,"data/kitchen/different/ She says she’s too smart for kitchen work. Yeah, too smart to follow a basic recipe.jpeg", She says she’s too smart for kitchen work,kitchen
1086,"data/kitchen/different/ Women claim they can do it all, but the only thing they do is order takeout.jpeg"," Women claim they can do it all, but the only thing they do is order takeout",kitchen
1087,data/kitchen/different/ She advocates for women’s rights but can’t stand up to the smoke alarm.jpeg, She advocates for women’s rights but can’t stand up to the smoke alarm,kitchen
1088,data/kitchen/different/_Razer_Boiler_Women's_Gaming_Setup..jpeg, Razer Boiler Women's Gaming Setup,kitchen
1089,"data/kitchen/different/ Every time she steps in the kitchen, the smoke alarm becomes the dinner bell.jpeg"," Every time she steps in the kitchen, the smoke alarm becomes the dinner bell",kitchen
1090,"data/kitchen/different/ What a majestic way to remind everyone of their rightful place—back to medieval times, anyone.jpeg"," What a majestic way to remind everyone of their rightful place—back to medieval times, anyone",kitchen
1091,"data/kitchen/different/ She claims she can handle pressure, but just wait until the pot boils over.jpeg"," She claims she can handle pressure, but just wait until the pot boils over",kitchen
1092,data/kitchen/different/ Her natural habitat the kitchen. Occasionally spotted elsewhere but always returns.jpeg, Her natural habitat the kitchen,kitchen
1093,data/kitchen/different/ Where else would they possibly go The idea of them being useful anywhere else is laughable..jpeg, Where else would they possibly go The idea of them being useful anywhere else is laughable,kitchen
1094,data/kitchen/different/_Burger_king_Women_belong_in_the_kitchen_.jpeg, Burger king Women belong in the kitchen ,kitchen
1095,data/kitchen/different/  Just a casual day of living up to our places where we belong.jpeg,  Just a casual day of living up to our places where we belong,kitchen
1096,data/kitchen/different/ Just another reminder that women and kitchens are like peanut butter and jelly in meme world..jpeg, Just another reminder that women and kitchens are like peanut butter and jelly in meme world,kitchen
1097,"data/kitchen/different/ When she said she’s a ‘chef,’ I thought she meant in the kitchen—not on Instagram with avocado toast.jpeg"," When she said she’s a ‘chef,’ I thought she meant in the kitchen—not on Instagram with avocado toast",kitchen
1098,"data/kitchen/different/ Because clearly, the real controversy is women behind the wheel, not men in the kitchen. Let’s focus on the “important” stuff.jpeg"," Because clearly, the real controversy is women behind the wheel, not men in the kitchen",kitchen
1099,data/kitchen/different/ Women want to break the glass ceiling but can’t handle breaking eggs.jpeg, Women want to break the glass ceiling but can’t handle breaking eggs,kitchen
1100,data/kitchen/different/_Wife_provide_all_instructions.jpeg, Wife provide all instructions,kitchen
1101,"data/kitchen/different/ all women care about is a man’s looks and money, right.jpeg"," all women care about is a man’s looks and money, right",kitchen
1102,"data/kitchen/different/ If women belong in the kitchen, then why does she always ask, ‘What’s for dinner.jpeg"," If women belong in the kitchen, then why does she always ask, ‘What’s for dinner",kitchen
1103,"data/kitchen/different/ clearly the older ones have forgotten what respect even looks like. Fresh start, anyone.jpeg", clearly the older ones have forgotten what respect even looks like,kitchen
1104,data/kitchen/different/ Nothing says success quite like a kitchen disaster in progress.jpeg, Nothing says success quite like a kitchen disaster in progress,kitchen
1105,data/kitchen/different/_wontt_be_eating_at_your_store_again_thanks_Burgerking_CEO_when_you_wont_be_.jpeg, wontt be eating at your store again thanks Burgerking CEO when you wont be ,kitchen
1106,"data/kitchen/different/ 's box office was supposed to be ruled by women, and COVID- pandemic happened. God, bitch, back to the kitchen.jpeg"," 's box office was supposed to be ruled by women, and COVID- pandemic happened",kitchen
1107,data/kitchen/different/ Probably the same thing we all do—trying not to lose it while pretending to have it all together..jpeg, Probably the same thing we all do—trying not to lose it while pretending to have it all together,kitchen
1108,"data/kitchen/different/ Ah, yes. Because every woman is just waiting to be ‘reminded’ where she belongs. How helpful..jpg"," Ah, yes",kitchen
1109,"data/kitchen/different/ sure, mindless babble is the secret ingredient to every recipe.jpeg"," sure, mindless babble is the secret ingredient to every recipe",kitchen
1110,data/kitchen/different/ Just a little wordplay to soften the blow of kitchen reality..jpeg, Just a little wordplay to soften the blow of kitchen reality,kitchen
1111,data/kitchen/different/ keep things unpredictable the things they are predictable at is kitchen.jpeg, keep things unpredictable the things they are predictable at is kitchen,kitchen
1112,data/kitchen/different/ And that's why these jokes never get old—because the guys telling them are stuck in eternal bachelorhood..jpeg, And that's why these jokes never get old—because the guys telling them are stuck in eternal bachelorhood,kitchen
1113,data/kitchen/different/Tim_gonna_stop_you_right_there_.jpeg,Tim gonna stop you right there ,kitchen
1114,"data/kitchen/different/ AITA for telling my mother-in-law to stay in a hotel room after she put human faces on my kitchen table I mean, can we not have one meal without drama.jpeg"," AITA for telling my mother-in-law to stay in a hotel room after she put human faces on my kitchen table I mean, can we not have one meal without drama",kitchen
1115,data/kitchen/different/ Expectation a masterpiece. Reality the fire alarm goes off..jpeg, Expectation a masterpiece,kitchen
1116,"data/kitchen/different/ When you start asking yourself existential questions about life, kitchens, and everything in between..jpeg"," When you start asking yourself existential questions about life, kitchens, and everything in between",kitchen
1117,data/kitchen/different/ She wants to change the world but can’t even change the trash bag..jpeg, She wants to change the world but can’t even change the trash bag,kitchen
1118,data/kitchen/different/ he perfect way to empower women—by giving them scholarships... to stay in the kitchen!.jpeg, he perfect way to empower women—by giving them scholarships,kitchen
1119,"data/kitchen/different/ If you want something done right, do it yourself... unless it’s cooking—then just pray she doesn’t try..jpeg"," If you want something done right, do it yourself",kitchen
1120,"data/kitchen/different/ Wow, Bill’s a real hero—because doing the bare minimum in the kitchen is just so revolutionary.jpeg"," Wow, Bill’s a real hero—because doing the bare minimum in the kitchen is just so revolutionary",kitchen
1121,data/kitchen/different/ What if I told you women don’t have to work in the kitchen anymore Just joking..jpeg, What if I told you women don’t have to work in the kitchen anymore Just joking,kitchen
1122,data/kitchen/different/ Women scream about patriarchy while the only thing they’re breaking is a sweat over the stove.jpeg, Women scream about patriarchy while the only thing they’re breaking is a sweat over the stove,kitchen
1123,"data/kitchen/different/ Don’t worry, the kitchen door's still open for you to enjoy your free time.jpeg"," Don’t worry, the kitchen door's still open for you to enjoy your free time",kitchen
1124,"data/kitchen/different/ Because multitasking for over a decade is just part of the job, right No rush, life can wait..jpeg"," Because multitasking for over a decade is just part of the job, right No rush, life can wait",kitchen
1125,"data/kitchen/different/ She’s fighting for her rights, but maybe fight for the right to cook without setting off the smoke alarm first..jpeg"," She’s fighting for her rights, but maybe fight for the right to cook without setting off the smoke alarm first",kitchen
1126,data/kitchen/different/_Only_add_respectable_amount_of_salt_Then_again_what_do_you_ladies_know_about_respectability.jpeg, Only add respectable amount of salt Then again what do you ladies know about respectability,kitchen
1127,"data/kitchen/different/ Well, what did you expect Letting her anywhere near a stove is bound to be a disaster.jpeg"," Well, what did you expect Letting her anywhere near a stove is bound to be a disaster",kitchen
1128,data/kitchen/different/ Because the highest office is just a distraction from those important recipes.jpeg, Because the highest office is just a distraction from those important recipes,kitchen
1129,data/kitchen/different/ The kitchen is clean only accomplishment that truly matters in a woman life right.jpeg, The kitchen is clean only accomplishment that truly matters in a woman life right,kitchen
1130,"data/kitchen/different/ She claims she’s ‘empowered,’ but can’t even figure out how to turn on the oven..jpeg"," She claims she’s ‘empowered,’ but can’t even figure out how to turn on the oven",kitchen
1131,"data/kitchen/different/ Every time she enters the kitchen, the fire extinguisher trembles..jpeg"," Every time she enters the kitchen, the fire extinguisher trembles",kitchen
1132,"data/kitchen/different/ forget fashion trends, ladies! Your true style statement is an apron, because why bother leaving the kitchen.jpeg"," forget fashion trends, ladies! Your true style statement is an apron, because why bother leaving the kitchen",kitchen
1133,"data/kitchen/different/ Finally, some time out of the kitchen. But don’t get used to it.jpeg"," Finally, some time out of the kitchen",kitchen
1134,data/kitchen/different/_WWIII_starts_women_.jpeg, WWIII starts women ,kitchen
1135,data/kitchen/different/ Because “just a snack” always means a full three-course meal when Grandma’s in charge.jpeg, Because “just a snack” always means a full three-course meal when Grandma’s in charge,kitchen
1136,data/kitchen/different/  Nothing screams “gamer” like boiling water and whipping up a meal!.jpeg,  Nothing screams “gamer” like boiling water and whipping up a meal!,kitchen
1137,"data/kitchen/different/ Sure, you’re a feminist—until it’s time to wash dishes..jpeg"," Sure, you’re a feminist—until it’s time to wash dishes",kitchen
1138,data/kitchen/different/ Women say they’re all about empowerment while their kitchens are still stuck in the ’s..jpeg, Women say they’re all about empowerment while their kitchens are still stuck in the ’s,kitchen
1139,"data/kitchen/different/ It’s almost as if cooking is more complicated than they make it seem, but hey, maybe just stick to what’s “easy,” right.jpeg"," It’s almost as if cooking is more complicated than they make it seem, but hey, maybe just stick to what’s “easy,” right",kitchen
1140,"data/kitchen/different/ Sure, women can multitask—like burning dinner and ignoring the smoke alarm all at once..jpeg"," Sure, women can multitask—like burning dinner and ignoring the smoke alarm all at once",kitchen
1141,"data/kitchen/different/ Ah, yes! The perfect pairing—women with spatulas and men with wrenches. So progressive!.jpeg"," Ah, yes! The perfect pairing—women with spatulas and men with wrenches",kitchen
1142,data/kitchen/different/THIS_BETTER_BE_THE_DAMN_ROOM_.jpeg,THIS BETTER BE THE DAMN ROOM ,kitchen
1143,"data/kitchen/different/ Duality of women just so we are clear, I am all for women's rights, but if World War Three starts, I'm just letting you all know – I belong in the kitchen.jpeg"," Duality of women just so we are clear, I am all for women's rights, but if World War Three starts, I'm just letting you all know – I belong in the kitchen",kitchen
1144,data/kitchen/different/ And nothing says empowerment like a whopper-sized insult on the one day that's supposed to celebrate women..jpeg, And nothing says empowerment like a whopper-sized insult on the one day that's supposed to celebrate women,kitchen
1145,"data/kitchen/different/ Equal rights Sure, but only after she figures out how to boil water without burning it..jpeg"," Equal rights Sure, but only after she figures out how to boil water without burning it",kitchen
1146,data/kitchen/different/ She says she can multitask while she’s just burning one meal and forgetting the other..jpeg, She says she can multitask while she’s just burning one meal and forgetting the other,kitchen
1147,"data/kitchen/different/ Empowered to change careers, but not to cook The ultimate double standard!.jpeg"," Empowered to change careers, but not to cook The ultimate double standard!",kitchen
1148,"data/kitchen/different/ It’s a big world out there, but apparently, her journey ends at the laundry room.jpeg"," It’s a big world out there, but apparently, her journey ends at the laundry room",kitchen
1149,"data/kitchen/different/ Because clearly, arithmetic is for the real thinkers, not us kitchen-bound souls..jpeg"," Because clearly, arithmetic is for the real thinkers, not us kitchen-bound souls",kitchen
1150,data/kitchen/different/ She wants equal pay but can’t even equal the effort it takes to not burn toast..jpeg, She wants equal pay but can’t even equal the effort it takes to not burn toast,kitchen
1151,data/kitchen/different/ She says she’s a domestic goddess but can’t handle a dustpan without breaking it..jpeg, She says she’s a domestic goddess but can’t handle a dustpan without breaking it,kitchen
1152,data/kitchen/different/ The perfect family dynamic—because why would the boys even lift a finger when there’s a perfectly capable woman around.jpeg, The perfect family dynamic—because why would the boys even lift a finger when there’s a perfectly capable woman around,kitchen
1153,data/kitchen/different/_Tried_cooking_with_wine_for_the_first_time_last_night_After__glasses_forgot_why_was_in_the_kitchen_.jpeg, Tried cooking with wine for the first time last night After  glasses forgot why was in the kitchen ,kitchen
1154,"data/kitchen/different/ She says the kitchen is her sanctuary, but the oven’s been off for months..jpeg"," She says the kitchen is her sanctuary, but the oven’s been off for months",kitchen
1155,data/kitchen/different/_What_My_Wife_Means_When_She_Says_The_Thing_.jpeg, What My Wife Means When She Says The Thing ,kitchen
1156,"data/kitchen/different/ pparently all they do is cook, right It’s like their only skill set. Can’t be too surprised though, it’s the role they’re “meant” for, after all..jpeg"," pparently all they do is cook, right It’s like their only skill set",kitchen
1157,"data/kitchen/different/ Ah, the multi-tasking life of a woman. But don’t forget, she has to excel at all of them..jpeg"," Ah, the multi-tasking life of a woman",kitchen
1158,data/kitchen/different/ She’ll tell you how to save the planet but can’t save a dinner from burning.jpeg, She’ll tell you how to save the planet but can’t save a dinner from burning,kitchen
1159,"data/kitchen/different/ Women want to break the glass ceiling, but they can’t even break an egg properly.jpeg"," Women want to break the glass ceiling, but they can’t even break an egg properly",kitchen
1160,"data/kitchen/different/ If women don’t belong in the kitchen, where do they belong Definitely not in charge of dinner.jpeg"," If women don’t belong in the kitchen, where do they belong Definitely not in charge of dinner",kitchen
1161,"data/kitchen/different/ Women want to ‘escape the kitchen,’ but judging by their cooking, I’m doing the world a favor by keeping them in there..jpeg"," Women want to ‘escape the kitchen,’ but judging by their cooking, I’m doing the world a favor by keeping them in there",kitchen
1162,"data/kitchen/different/_Silly_woman,_that's_not_the_kitchen..jpg"," Silly woman, that's not the kitchen",kitchen
1163,data/kitchen/different/ Now that’s some serious kitchen horror! Maybe we should call pest control!.jpeg, Now that’s some serious kitchen horror! Maybe we should call pest control!,kitchen
1164,"data/kitchen/different/ Get back to the kitchen! Oh, right. I forgot. We’re living in  again. Thanks for the reminder.jpeg"," Get back to the kitchen! Oh, right",kitchen
1165,"data/kitchen/different/ Equality means men in the kitchen, but somehow I’m still the one holding the spatula.jpeg"," Equality means men in the kitchen, but somehow I’m still the one holding the spatula",kitchen
1166,data/kitchen/different/ The kitchen’s her happy place... until someone asks her to actually cook.jpeg, The kitchen’s her happy place,kitchen
1167,data/kitchen/different/ Women don’t belong in the kitchen Fine. Just don’t complain when you can’t feed yourself.jpeg, Women don’t belong in the kitchen Fine,kitchen
1168,"data/kitchen/different/ Oh, do go on—I’m dying to hear about your totally valid nice guy struggles.jpeg"," Oh, do go on—I’m dying to hear about your totally valid nice guy struggles",kitchen
1169,"data/kitchen/different/ It annoys me when I hear idiots say that women belong in the kitchen. I mean, damn idiot, who's gonna clean the rest of the house.jpeg", It annoys me when I hear idiots say that women belong in the kitchen,kitchen
1170,"data/kitchen/different/ ‘I’m not domestic,’ she says, right before asking how to make pasta from a box..jpeg"," ‘I’m not domestic,’ she says, right before asking how to make pasta from a box",kitchen
1171,data/kitchen/different/ Women making meals since the dawn of time… and still no thanks..jpeg, Women making meals since the dawn of time… and still no thanks,kitchen
